00:24:42.822555 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2185132077:2185132136, ack 1026504673, win 502, options [nop,nop,TS val 3545655208 ecr 2573985033], length 59

00:25:30.963358 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59287, win 502, options [nop,nop,TS val 3545703349 ecr 2574033274], length 0

00:25:30.966478 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28379:28438, ack 59164, win 502, options [nop,nop,TS val 3545703352 ecr 2574033177], length 59

00:25:30.966612 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 59164:59287, ack 28438, win 509, options [nop,nop,TS val 2574033277 ecr 3545703352], length 123

00:25:30.966654 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59287, win 502, options [nop,nop,TS val 3545703352 ecr 2574033277], length 0

00:25:31.022261 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28438:28497, ack 59287, win 502, options [nop,nop,TS val 3545703408 ecr 2574033233], length 59

00:25:31.022464 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 59287:59410, ack 28497, win 509, options [nop,nop,TS val 2574033333 ecr 3545703408], length 123

00:25:31.022505 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59410, win 502, options [nop,nop,TS val 3545703408 ecr 2574033333], length 0

00:25:31.027604 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28438:28497, ack 59287, win 502, options [nop,nop,TS val 3545703413 ecr 2574033238], length 59

00:25:31.027799 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 59287:59410, ack 28497, win 509, options [nop,nop,TS val 2574033338 ecr 3545703413], length 123

00:25:31.027840 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59410, win 502, options [nop,nop,TS val 3545703413 ecr 2574033338], length 0

00:25:31.032074 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28438:28497, ack 59287, win 502, options [nop,nop,TS val 3545703418 ecr 2574033243], length 59

00:25:31.032228 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 59287:59410, ack 28497, win 509, options [nop,nop,TS val 2574033343 ecr 3545703418], length 123

00:25:31.032301 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59410, win 502, options [nop,nop,TS val 3545703418 ecr 2574033343], length 0

00:25:31.037431 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28438:28497, ack 59287, win 502, options [nop,nop,TS val 3545703423 ecr 2574033248], length 59

00:25:31.037643 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 59287:59410, ack 28497, win 509, options [nop,nop,TS val 2574033348 ecr 3545703423], length 123

00:25:31.037685 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59410, win 502, options [nop,nop,TS val 3545703423 ecr 2574033348], length 0

00:25:31.042960 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28438:28497, ack 59287, win 502, options [nop,nop,TS val 3545703428 ecr 2574033253], length 59

00:25:31.043385 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 59287:59410, ack 28497, win 509, options [nop,nop,TS val 2574033354 ecr 3545703428], length 123

00:25:31.043453 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59410, win 502, options [nop,nop,TS val 3545703429 ecr 2574033354], length 0

00:25:31.047556 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28438:28497, ack 59287, win 502, options [nop,nop,TS val 3545703433 ecr 2574033258], length 59

00:25:31.047865 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 59287:59410, ack 28497, win 509, options [nop,nop,TS val 2574033358 ecr 3545703433], length 123

00:25:31.047907 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59410, win 502, options [nop,nop,TS val 3545703433 ecr 2574033358], length 0

00:25:31.053077 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28438:28497, ack 59287, win 502, options [nop,nop,TS val 3545703439 ecr 2574033264], length 59

00:25:31.053201 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 59287:59410, ack 28497, win 509, options [nop,nop,TS val 2574033364 ecr 3545703439], length 123

00:25:31.053270 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59410, win 502, options [nop,nop,TS val 3545703439 ecr 2574033364], length 0

00:25:31.056397 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28438:28497, ack 59287, win 502, options [nop,nop,TS val 3545703442 ecr 2574033267], length 59

00:25:31.056619 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 59287:59410, ack 28497, win 509, options [nop,nop,TS val 2574033367 ecr 3545703442], length 123

00:25:31.056673 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59410, win 502, options [nop,nop,TS val 3545703442 ecr 2574033367], length 0

00:25:31.063076 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28438:28497, ack 59287, win 502, options [nop,nop,TS val 3545703449 ecr 2574033274], length 59

00:25:31.063376 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 59287:59410, ack 28497, win 509, options [nop,nop,TS val 2574033374 ecr 3545703449], length 123

00:25:31.063445 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59410, win 502, options [nop,nop,TS val 3545703449 ecr 2574033374], length 0

00:25:31.066668 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28438:28497, ack 59287, win 502, options [nop,nop,TS val 3545703452 ecr 2574033277], length 59

00:25:31.066788 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 59287:59410, ack 28497, win 509, options [nop,nop,TS val 2574033377 ecr 3545703452], length 123

00:25:31.066830 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59410, win 502, options [nop,nop,TS val 3545703452 ecr 2574033377], length 0

00:25:31.122799 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28497:28556, ack 59410, win 502, options [nop,nop,TS val 3545703508 ecr 2574033333], length 59

00:25:31.123092 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 59410:59533, ack 28556, win 509, options [nop,nop,TS val 2574033433 ecr 3545703508], length 123

00:25:31.123170 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59533, win 502, options [nop,nop,TS val 3545703509 ecr 2574033433], length 0

00:25:31.127463 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28497:28556, ack 59410, win 502, options [nop,nop,TS val 3545703513 ecr 2574033338], length 59

00:25:31.127873 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 59410:59533, ack 28556, win 509, options [nop,nop,TS val 2574033438 ecr 3545703513], length 123

00:25:31.127923 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59533, win 502, options [nop,nop,TS val 3545703513 ecr 2574033438], length 0

00:25:31.132199 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28497:28556, ack 59410, win 502, options [nop,nop,TS val 3545703518 ecr 2574033343], length 59

00:25:31.132619 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 59410:59533, ack 28556, win 509, options [nop,nop,TS val 2574033443 ecr 3545703518], length 123

00:25:31.132656 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59533, win 502, options [nop,nop,TS val 3545703518 ecr 2574033443], length 0

00:25:31.137872 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28497:28556, ack 59410, win 502, options [nop,nop,TS val 3545703523 ecr 2574033348], length 59

00:25:31.138184 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 59410:59533, ack 28556, win 509, options [nop,nop,TS val 2574033448 ecr 3545703523], length 123

00:25:31.138252 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59533, win 502, options [nop,nop,TS val 3545703524 ecr 2574033448], length 0

00:25:31.142407 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28497:28556, ack 59410, win 502, options [nop,nop,TS val 3545703528 ecr 2574033354], length 59

00:25:31.142527 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 59410:59533, ack 28556, win 509, options [nop,nop,TS val 2574033453 ecr 3545703528], length 123

00:25:31.142573 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59533, win 502, options [nop,nop,TS val 3545703528 ecr 2574033453], length 0

00:25:31.147674 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28497:28556, ack 59410, win 502, options [nop,nop,TS val 3545703533 ecr 2574033358], length 59

00:25:31.148099 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 59410:59533, ack 28556, win 509, options [nop,nop,TS val 2574033458 ecr 3545703533], length 123

00:25:31.148175 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59533, win 502, options [nop,nop,TS val 3545703534 ecr 2574033458], length 0

00:25:31.152348 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28497:28556, ack 59410, win 502, options [nop,nop,TS val 3545703538 ecr 2574033364], length 59

00:25:31.152792 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 59410:59533, ack 28556, win 509, options [nop,nop,TS val 2574033463 ecr 3545703538], length 123

00:25:31.152843 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59533, win 502, options [nop,nop,TS val 3545703538 ecr 2574033463], length 0

00:25:31.157040 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28497:28556, ack 59410, win 502, options [nop,nop,TS val 3545703542 ecr 2574033367], length 59

00:25:31.157302 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 59410:59533, ack 28556, win 509, options [nop,nop,TS val 2574033468 ecr 3545703542], length 123

00:25:31.157359 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59533, win 502, options [nop,nop,TS val 3545703543 ecr 2574033468], length 0

00:25:31.162551 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28497:28556, ack 59410, win 502, options [nop,nop,TS val 3545703548 ecr 2574033374], length 59

00:25:31.162855 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 59410:59533, ack 28556, win 509, options [nop,nop,TS val 2574033473 ecr 3545703548], length 123

00:25:31.162896 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59533, win 502, options [nop,nop,TS val 3545703548 ecr 2574033473], length 0

00:25:31.167122 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28497:28556, ack 59410, win 502, options [nop,nop,TS val 3545703553 ecr 2574033377], length 59

00:25:31.167532 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 59410:59533, ack 28556, win 509, options [nop,nop,TS val 2574033478 ecr 3545703553], length 123

00:25:31.167600 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59533, win 502, options [nop,nop,TS val 3545703553 ecr 2574033478], length 0

00:25:31.222510 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28556:28615, ack 59533, win 502, options [nop,nop,TS val 3545703608 ecr 2574033433], length 59

00:25:31.222801 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 59533:59656, ack 28615, win 509, options [nop,nop,TS val 2574033533 ecr 3545703608], length 123

00:25:31.222835 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59656, win 502, options [nop,nop,TS val 3545703608 ecr 2574033533], length 0

00:25:31.227058 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28556:28615, ack 59533, win 502, options [nop,nop,TS val 3545703613 ecr 2574033438], length 59

00:25:31.227375 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 59533:59656, ack 28615, win 509, options [nop,nop,TS val 2574033538 ecr 3545703613], length 123

00:25:31.227450 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59656, win 502, options [nop,nop,TS val 3545703613 ecr 2574033538], length 0

00:25:31.231562 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28556:28615, ack 59533, win 502, options [nop,nop,TS val 3545703617 ecr 2574033443], length 59

00:25:31.232012 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 59533:59656, ack 28615, win 509, options [nop,nop,TS val 2574033542 ecr 3545703617], length 123

00:25:31.232080 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59656, win 502, options [nop,nop,TS val 3545703618 ecr 2574033542], length 0

00:25:31.237285 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28556:28615, ack 59533, win 502, options [nop,nop,TS val 3545703623 ecr 2574033448], length 59

00:25:31.237699 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 59533:59656, ack 28615, win 509, options [nop,nop,TS val 2574033548 ecr 3545703623], length 123

00:25:31.237759 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59656, win 502, options [nop,nop,TS val 3545703623 ecr 2574033548], length 0

00:25:31.241984 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28556:28615, ack 59533, win 502, options [nop,nop,TS val 3545703627 ecr 2574033453], length 59

00:25:31.242409 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 59533:59656, ack 28615, win 509, options [nop,nop,TS val 2574033553 ecr 3545703627], length 123

00:25:31.242480 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59656, win 502, options [nop,nop,TS val 3545703628 ecr 2574033553], length 0

00:25:31.247578 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28556:28615, ack 59533, win 502, options [nop,nop,TS val 3545703633 ecr 2574033458], length 59

00:25:31.247997 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 59533:59656, ack 28615, win 509, options [nop,nop,TS val 2574033558 ecr 3545703633], length 123

00:25:31.248057 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59656, win 502, options [nop,nop,TS val 3545703634 ecr 2574033558], length 0

00:25:31.252266 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28556:28615, ack 59533, win 502, options [nop,nop,TS val 3545703638 ecr 2574033463], length 59

00:25:31.252532 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 59533:59656, ack 28615, win 509, options [nop,nop,TS val 2574033563 ecr 3545703638], length 123

00:25:31.252609 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59656, win 502, options [nop,nop,TS val 3545703638 ecr 2574033563], length 0

00:25:31.256739 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28556:28615, ack 59533, win 502, options [nop,nop,TS val 3545703642 ecr 2574033468], length 59

00:25:31.256953 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 59533:59656, ack 28615, win 509, options [nop,nop,TS val 2574033567 ecr 3545703642], length 123

00:25:31.257012 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59656, win 502, options [nop,nop,TS val 3545703642 ecr 2574033567], length 0

00:25:31.262159 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28556:28615, ack 59533, win 502, options [nop,nop,TS val 3545703648 ecr 2574033473], length 59

00:25:31.262462 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 59533:59656, ack 28615, win 509, options [nop,nop,TS val 2574033573 ecr 3545703648], length 123

00:25:31.262518 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59656, win 502, options [nop,nop,TS val 3545703648 ecr 2574033573], length 0

00:25:31.266736 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28556:28615, ack 59533, win 502, options [nop,nop,TS val 3545703652 ecr 2574033478], length 59

00:25:31.266966 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 59533:59656, ack 28615, win 509, options [nop,nop,TS val 2574033577 ecr 3545703652], length 123

00:25:31.267007 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59656, win 502, options [nop,nop,TS val 3545703652 ecr 2574033577], length 0

00:25:31.323006 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28615:28674, ack 59656, win 502, options [nop,nop,TS val 3545703708 ecr 2574033533], length 59

00:25:31.323411 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 59656:59779, ack 28674, win 509, options [nop,nop,TS val 2574033634 ecr 3545703708], length 123

00:25:31.323461 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59779, win 502, options [nop,nop,TS val 3545703709 ecr 2574033634], length 0

00:25:31.327561 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28615:28674, ack 59656, win 502, options [nop,nop,TS val 3545703713 ecr 2574033538], length 59

00:25:31.327869 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 59656:59779, ack 28674, win 509, options [nop,nop,TS val 2574033638 ecr 3545703713], length 123

00:25:31.327936 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59779, win 502, options [nop,nop,TS val 3545703713 ecr 2574033638], length 0

00:25:31.332028 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28615:28674, ack 59656, win 502, options [nop,nop,TS val 3545703717 ecr 2574033542], length 59

00:25:31.332327 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 59656:59779, ack 28674, win 509, options [nop,nop,TS val 2574033643 ecr 3545703717], length 123

00:25:31.332363 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59779, win 502, options [nop,nop,TS val 3545703718 ecr 2574033643], length 0

00:25:31.337475 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28615:28674, ack 59656, win 502, options [nop,nop,TS val 3545703723 ecr 2574033548], length 59

00:25:31.337787 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 59656:59779, ack 28674, win 509, options [nop,nop,TS val 2574033648 ecr 3545703723], length 123

00:25:31.337856 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59779, win 502, options [nop,nop,TS val 3545703723 ecr 2574033648], length 0

00:25:31.342984 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28615:28674, ack 59656, win 502, options [nop,nop,TS val 3545703728 ecr 2574033553], length 59

00:25:31.343303 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 59656:59779, ack 28674, win 509, options [nop,nop,TS val 2574033654 ecr 3545703728], length 123

00:25:31.343371 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59779, win 502, options [nop,nop,TS val 3545703729 ecr 2574033654], length 0

00:25:31.347475 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28615:28674, ack 59656, win 502, options [nop,nop,TS val 3545703733 ecr 2574033558], length 59

00:25:31.347784 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 59656:59779, ack 28674, win 509, options [nop,nop,TS val 2574033658 ecr 3545703733], length 123

00:25:31.347834 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59779, win 502, options [nop,nop,TS val 3545703733 ecr 2574033658], length 0

00:25:31.352955 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28615:28674, ack 59656, win 502, options [nop,nop,TS val 3545703738 ecr 2574033563], length 59

00:25:31.353171 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 59656:59779, ack 28674, win 509, options [nop,nop,TS val 2574033664 ecr 3545703738], length 123

00:25:31.353240 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59779, win 502, options [nop,nop,TS val 3545703739 ecr 2574033664], length 0

00:25:31.357360 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28615:28674, ack 59656, win 502, options [nop,nop,TS val 3545703743 ecr 2574033567], length 59

00:25:31.357557 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 59656:59779, ack 28674, win 509, options [nop,nop,TS val 2574033668 ecr 3545703743], length 123

00:25:31.357635 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59779, win 502, options [nop,nop,TS val 3545703743 ecr 2574033668], length 0

00:25:31.362761 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28615:28674, ack 59656, win 502, options [nop,nop,TS val 3545703748 ecr 2574033573], length 59

00:25:31.363074 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 59656:59779, ack 28674, win 509, options [nop,nop,TS val 2574033673 ecr 3545703748], length 123

00:25:31.363121 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59779, win 502, options [nop,nop,TS val 3545703749 ecr 2574033673], length 0

00:25:31.367201 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28615:28674, ack 59656, win 502, options [nop,nop,TS val 3545703753 ecr 2574033577], length 59

00:25:31.367521 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 59656:59779, ack 28674, win 509, options [nop,nop,TS val 2574033678 ecr 3545703753], length 123

00:25:31.367592 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59779, win 502, options [nop,nop,TS val 3545703753 ecr 2574033678], length 0

00:25:31.422329 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28674:28733, ack 59779, win 502, options [nop,nop,TS val 3545703808 ecr 2574033634], length 59

00:25:31.422624 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 59779:59902, ack 28733, win 509, options [nop,nop,TS val 2574033733 ecr 3545703808], length 123

00:25:31.422668 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59902, win 502, options [nop,nop,TS val 3545703808 ecr 2574033733], length 0

00:25:31.426947 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28674:28733, ack 59779, win 502, options [nop,nop,TS val 3545703812 ecr 2574033638], length 59

00:25:31.427357 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 59779:59902, ack 28733, win 509, options [nop,nop,TS val 2574033738 ecr 3545703812], length 123

00:25:31.427428 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59902, win 502, options [nop,nop,TS val 3545703813 ecr 2574033738], length 0

00:25:31.432634 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28674:28733, ack 59779, win 502, options [nop,nop,TS val 3545703818 ecr 2574033643], length 59

00:25:31.432945 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 59779:59902, ack 28733, win 509, options [nop,nop,TS val 2574033743 ecr 3545703818], length 123

00:25:31.432987 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59902, win 502, options [nop,nop,TS val 3545703818 ecr 2574033743], length 0

00:25:31.437211 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 28674:28733, ack 59779, win 502, options [nop,nop,TS val 3545703823 ecr 2574033648], length 59

00:25:31.437545 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 59779:59902, ack 28733, win 509, options [nop,nop,TS val 2574033748 ecr 3545703823], length 123

00:25:31.437613 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 59902, win 502, options [nop,nop,TS val 3545703823 ecr 2574033748], length 0

