18:48:47.547138 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3259805872, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547148 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3219918883, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547147 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [S], seq 4190752465, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547209 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39950: Flags [S.], seq 3992707473, ack 4190752466, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547242 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547251 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39956: Flags [S.], seq 1055433407, ack 3219918884, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547253 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [S.], seq 671683761, ack 3259805873, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547283 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547286 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547287 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 59

18:49:35.977781 IP amd256.utah.cloudlab.us.39658 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348363 ecr 2726677810], length 59

18:49:35.977781 IP amd256.utah.cloudlab.us.39606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348363 ecr 2726677809], length 59

18:49:35.977785 IP amd256.utah.cloudlab.us.39618 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348363 ecr 2726678288], length 0

18:49:35.977865 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39590: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678289 ecr 3698348363], length 123

18:49:35.977887 IP amd256.utah.cloudlab.us.39590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348363 ecr 2726678289], length 0

18:49:35.977888 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39562: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678289 ecr 3698348363], length 123

18:49:35.977914 IP amd256.utah.cloudlab.us.39562 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348363 ecr 2726678289], length 0

18:49:35.977913 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39658: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678289 ecr 3698348363], length 123

18:49:35.977933 IP amd256.utah.cloudlab.us.39658 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348363 ecr 2726678289], length 0

18:49:35.977968 IP amd256.utah.cloudlab.us.39634 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348363 ecr 2726677809], length 59

18:49:35.978018 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39606: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678289 ecr 3698348363], length 123

18:49:35.978039 IP amd256.utah.cloudlab.us.39606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348363 ecr 2726678289], length 0

18:49:35.978063 IP amd256.utah.cloudlab.us.39644 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348364 ecr 2726677809], length 59

18:49:35.978153 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39634: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678289 ecr 3698348363], length 123

18:49:35.978176 IP amd256.utah.cloudlab.us.39634 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348364 ecr 2726678289], length 0

18:49:35.978217 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39644: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678289 ecr 3698348364], length 123

18:49:35.978237 IP amd256.utah.cloudlab.us.39644 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348364 ecr 2726678289], length 0

18:49:35.978528 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348364 ecr 2726677810], length 59

18:49:35.978534 IP amd256.utah.cloudlab.us.39624 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348364 ecr 2726677809], length 59

18:49:35.978543 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348364 ecr 2726677810], length 59

18:49:35.978661 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39686: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678289 ecr 3698348364], length 123

18:49:35.978685 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348364 ecr 2726678289], length 0

18:49:35.978687 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348364 ecr 2726677810], length 59

18:49:35.978704 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39624: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678289 ecr 3698348364], length 123

18:49:35.978729 IP amd256.utah.cloudlab.us.39624 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348364 ecr 2726678289], length 0

18:49:35.978746 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39710: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678289 ecr 3698348364], length 123

18:49:35.978771 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348364 ecr 2726678289], length 0

18:49:35.978772 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348364 ecr 2726677810], length 59

18:49:35.978796 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39706: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678289 ecr 3698348364], length 123

18:49:35.978813 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348364 ecr 2726678289], length 0

18:49:35.978976 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39682: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678290 ecr 3698348364], length 123

18:49:35.978996 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348364 ecr 2726678290], length 0

18:49:35.979015 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348364 ecr 2726677809], length 59

18:49:35.979020 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348364 ecr 2726677809], length 59

18:49:35.979148 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39666: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678290 ecr 3698348364], length 123

18:49:35.979150 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39700: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678290 ecr 3698348364], length 123

18:49:35.979157 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348365 ecr 2726678290], length 0

18:49:35.979161 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348365 ecr 2726678290], length 0

18:49:35.979792 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348365 ecr 2726677810], length 59

18:49:35.979916 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39714: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678291 ecr 3698348365], length 123

18:49:35.979929 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348365 ecr 2726678291], length 0

18:49:35.981775 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348367 ecr 2726677813], length 59

18:49:35.981961 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39722: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678293 ecr 3698348367], length 123

18:49:35.981985 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348367 ecr 2726678293], length 0

18:49:35.982062 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348368 ecr 2726677812], length 59

18:49:35.982202 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348368 ecr 2726677813], length 59

18:49:35.982229 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39716: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678293 ecr 3698348368], length 123

18:49:35.982250 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348368 ecr 2726678293], length 0

18:49:35.982325 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39736: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678293 ecr 3698348368], length 123

18:49:35.982346 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348368 ecr 2726678293], length 0

18:49:35.983046 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348368 ecr 2726677814], length 59

18:49:35.983126 IP amd256.utah.cloudlab.us.39784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348369 ecr 2726677814], length 59

18:49:35.983171 IP amd256.utah.cloudlab.us.39764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348369 ecr 2726677814], length 59

18:49:35.983236 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348369 ecr 2726677813], length 59

18:49:35.983299 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39764: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678294 ecr 3698348369], length 123

18:49:35.983314 IP amd256.utah.cloudlab.us.39764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348369 ecr 2726678294], length 0

18:49:35.983315 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39742: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678294 ecr 3698348368], length 123

18:49:35.983326 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39784: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678294 ecr 3698348369], length 123

18:49:35.983326 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348369 ecr 2726678294], length 0

18:49:35.983346 IP amd256.utah.cloudlab.us.39784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348369 ecr 2726678294], length 0

18:49:35.983357 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39718: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678294 ecr 3698348369], length 123

18:49:35.983363 IP amd256.utah.cloudlab.us.39770 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348369 ecr 2726677815], length 59

18:49:35.983378 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348369 ecr 2726678294], length 0

18:49:35.983445 IP amd256.utah.cloudlab.us.39790 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348369 ecr 2726677815], length 59

18:49:35.983474 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39770: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678294 ecr 3698348369], length 123

18:49:35.983496 IP amd256.utah.cloudlab.us.39770 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348369 ecr 2726678294], length 0

18:49:35.983526 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39790: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678294 ecr 3698348369], length 123

18:49:35.983538 IP amd256.utah.cloudlab.us.39790 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348369 ecr 2726678294], length 0

18:49:35.983835 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348369 ecr 2726677814], length 59

18:49:35.983951 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39748: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678295 ecr 3698348369], length 123

18:49:35.983964 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348369 ecr 2726678295], length 0

18:49:35.984064 IP amd256.utah.cloudlab.us.39820 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348370 ecr 2726677815], length 59

18:49:35.984184 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39820: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678295 ecr 3698348370], length 123

18:49:35.984205 IP amd256.utah.cloudlab.us.39820 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348370 ecr 2726678295], length 0

18:49:35.984253 IP amd256.utah.cloudlab.us.39810 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348370 ecr 2726677816], length 59

18:49:35.984343 IP amd256.utah.cloudlab.us.39794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348370 ecr 2726677815], length 59

18:49:35.984365 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39810: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678295 ecr 3698348370], length 123

18:49:35.984377 IP amd256.utah.cloudlab.us.39810 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348370 ecr 2726678295], length 0

18:49:35.984414 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39794: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678295 ecr 3698348370], length 123

18:49:35.984431 IP amd256.utah.cloudlab.us.39794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348370 ecr 2726678295], length 0

18:49:35.984792 IP amd256.utah.cloudlab.us.39808 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348370 ecr 2726677816], length 59

18:49:35.984916 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39808: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678296 ecr 3698348370], length 123

18:49:35.984928 IP amd256.utah.cloudlab.us.39808 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348370 ecr 2726678296], length 0

18:49:35.984974 IP amd256.utah.cloudlab.us.39812 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348370 ecr 2726677815], length 59

18:49:35.985044 IP amd256.utah.cloudlab.us.39828 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348371 ecr 2726677815], length 59

18:49:35.985112 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39812: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678296 ecr 3698348370], length 123

18:49:35.985134 IP amd256.utah.cloudlab.us.39812 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348371 ecr 2726678296], length 0

18:49:35.985134 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39828: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678296 ecr 3698348371], length 123

18:49:35.985147 IP amd256.utah.cloudlab.us.39828 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348371 ecr 2726678296], length 0

18:49:35.987287 IP amd256.utah.cloudlab.us.39858 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348373 ecr 2726677818], length 59

18:49:35.987447 IP amd256.utah.cloudlab.us.39840 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348373 ecr 2726677818], length 59

18:49:35.987460 IP amd256.utah.cloudlab.us.39860 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348373 ecr 2726677818], length 59

18:49:35.987464 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39858: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678298 ecr 3698348373], length 123

18:49:35.987484 IP amd256.utah.cloudlab.us.39858 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348373 ecr 2726678298], length 0

18:49:35.987550 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39840: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678298 ecr 3698348373], length 123

18:49:35.987572 IP amd256.utah.cloudlab.us.39840 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348373 ecr 2726678298], length 0

18:49:35.987590 IP amd256.utah.cloudlab.us.39846 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348373 ecr 2726677818], length 59

18:49:35.987629 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39860: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678298 ecr 3698348373], length 123

18:49:35.987654 IP amd256.utah.cloudlab.us.39860 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348373 ecr 2726678298], length 0

18:49:35.987711 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39846: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678298 ecr 3698348373], length 123

18:49:35.987737 IP amd256.utah.cloudlab.us.39846 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348373 ecr 2726678298], length 0

18:49:35.988420 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348374 ecr 2726677819], length 59

18:49:35.988512 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39932: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678299 ecr 3698348374], length 123

18:49:35.988514 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348374 ecr 2726677819], length 59

18:49:35.988518 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348374 ecr 2726677819], length 59

18:49:35.988533 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348374 ecr 2726678299], length 0

18:49:35.988589 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39918: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678299 ecr 3698348374], length 123

18:49:35.988602 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348374 ecr 2726678299], length 0

18:49:35.988622 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348374 ecr 2726677819], length 59

18:49:35.988622 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348374 ecr 2726677820], length 59

18:49:35.988632 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39876: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678299 ecr 3698348374], length 123

18:49:35.988645 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348374 ecr 2726678299], length 0

18:49:35.988670 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348374 ecr 2726677820], length 59

18:49:35.988693 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39864: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678299 ecr 3698348374], length 123

18:49:35.988706 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348374 ecr 2726678299], length 0

18:49:35.988724 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39904: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678299 ecr 3698348374], length 123

18:49:35.988746 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348374 ecr 2726678299], length 0

18:49:35.988774 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39938: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678299 ecr 3698348374], length 123

18:49:35.988786 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348374 ecr 2726678299], length 0

18:49:35.989044 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5960:6019, ack 12424, win 502, options [nop,nop,TS val 3698348375 ecr 2726677820], length 59

18:49:35.989080 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348375 ecr 2726677819], length 59

18:49:35.989150 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [P.], seq 12424:12547, ack 6019, win 509, options [nop,nop,TS val 2726678300 ecr 3698348375], length 123

18:49:35.989172 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12547, win 502, options [nop,nop,TS val 3698348375 ecr 2726678300], length 0

18:49:35.989185 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39890: Flags [P.], seq 12301:12424, ack 5959, win 509, options [nop,nop,TS val 2726678300 ecr 3698348375], length 123

18:49:35.989196 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12424, win 502, options [nop,nop,TS val 3698348375 ecr 2726678300], length 0

18:49:35.989273 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5960:6019, ack 12424, win 502, options [nop,nop,TS val 3698348375 ecr 2726677820], length 59

18:49:35.989289 IP amd256.utah.cloudlab.us.39940 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5900:5959, ack 12301, win 502, options [nop,nop,TS val 3698348375 ecr 2726677820], length 59

