18:44:27.876614 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1639087334:1639087393, ack 588185414, win 502, options [nop,nop,TS val 3698040262 ecr 2726369707], length 59

18:45:14.461864 IP amd256.utah.cloudlab.us.40990 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12055, win 502, options [nop,nop,TS val 3698086847 ecr 2726416773], length 0

18:45:14.462720 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5723:5782, ack 11932, win 502, options [nop,nop,TS val 3698086848 ecr 2726416294], length 59

18:45:14.463024 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41054: Flags [P.], seq 11932:12055, ack 5782, win 509, options [nop,nop,TS val 2726416774 ecr 3698086848], length 123

18:45:14.463049 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12055, win 502, options [nop,nop,TS val 3698086848 ecr 2726416774], length 0

18:45:14.916150 IP amd256.utah.cloudlab.us.40636 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087302 ecr 2726416748], length 59

18:45:14.916154 IP amd256.utah.cloudlab.us.40644 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087302 ecr 2726416747], length 59

18:45:14.916404 IP amd256.utah.cloudlab.us.40648 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087302 ecr 2726416748], length 59

18:45:14.916479 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40636: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417227 ecr 3698087302], length 123

18:45:14.916479 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40644: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417227 ecr 3698087302], length 123

18:45:14.916502 IP amd256.utah.cloudlab.us.40666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087302 ecr 2726416747], length 59

18:45:14.916505 IP amd256.utah.cloudlab.us.40636 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087302 ecr 2726417227], length 0

18:45:14.916528 IP amd256.utah.cloudlab.us.40644 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087302 ecr 2726417227], length 0

18:45:14.916533 IP amd256.utah.cloudlab.us.40672 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087302 ecr 2726416748], length 59

18:45:14.916545 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40648: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417227 ecr 3698087302], length 123

18:45:14.916576 IP amd256.utah.cloudlab.us.40622 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087302 ecr 2726416747], length 59

18:45:14.916582 IP amd256.utah.cloudlab.us.40648 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087302 ecr 2726417227], length 0

18:45:14.916682 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40666: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417227 ecr 3698087302], length 123

18:45:14.916706 IP amd256.utah.cloudlab.us.40666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087302 ecr 2726417227], length 0

18:45:14.916727 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40622: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417227 ecr 3698087302], length 123

18:45:14.916741 IP amd256.utah.cloudlab.us.40622 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087302 ecr 2726417227], length 0

18:45:14.916761 IP amd256.utah.cloudlab.us.40654 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087302 ecr 2726416748], length 59

18:45:14.916763 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40672: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417227 ecr 3698087302], length 123

18:45:14.916784 IP amd256.utah.cloudlab.us.40672 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087302 ecr 2726417227], length 0

18:45:14.916940 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40654: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417228 ecr 3698087302], length 123

18:45:14.916961 IP amd256.utah.cloudlab.us.40654 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087302 ecr 2726417228], length 0

18:45:14.917454 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087303 ecr 2726416749], length 59

18:45:14.917596 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40682: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417228 ecr 3698087303], length 123

18:45:14.917621 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087303 ecr 2726417228], length 0

18:45:14.920778 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087306 ecr 2726416752], length 59

18:45:14.920841 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087306 ecr 2726416752], length 59

18:45:14.920846 IP amd256.utah.cloudlab.us.40700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087306 ecr 2726416752], length 59

18:45:14.921084 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40716: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417232 ecr 3698087306], length 123

18:45:14.921093 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40690: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417232 ecr 3698087306], length 123

18:45:14.921093 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40700: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417232 ecr 3698087306], length 123

18:45:14.921096 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087307 ecr 2726417232], length 0

18:45:14.921121 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087307 ecr 2726417232], length 0

18:45:14.921144 IP amd256.utah.cloudlab.us.40700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087307 ecr 2726417232], length 0

18:45:14.921783 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087307 ecr 2726416752], length 59

18:45:14.922097 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40702: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417233 ecr 3698087307], length 123

18:45:14.922122 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087308 ecr 2726417233], length 0

18:45:14.922130 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087308 ecr 2726416753], length 59

18:45:14.922335 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40728: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417233 ecr 3698087308], length 123

18:45:14.922360 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087308 ecr 2726417233], length 0

18:45:14.922784 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087308 ecr 2726416753], length 59

18:45:14.922830 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087308 ecr 2726416753], length 59

18:45:14.922910 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40740: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417234 ecr 3698087308], length 123

18:45:14.922925 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087308 ecr 2726416753], length 59

18:45:14.922933 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087308 ecr 2726417234], length 0

18:45:14.922964 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40734: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417234 ecr 3698087308], length 123

18:45:14.922988 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087308 ecr 2726417234], length 0

18:45:14.923129 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40746: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417234 ecr 3698087308], length 123

18:45:14.923150 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087309 ecr 2726417234], length 0

18:45:14.926136 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087312 ecr 2726416757], length 59

18:45:14.926244 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087312 ecr 2726416758], length 59

18:45:14.926323 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087312 ecr 2726416757], length 59

18:45:14.926325 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40794: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417237 ecr 3698087312], length 123

18:45:14.926350 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087312 ecr 2726417237], length 0

18:45:14.926351 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087312 ecr 2726416757], length 59

18:45:14.926352 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087312 ecr 2726416757], length 59

18:45:14.926380 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087312 ecr 2726416757], length 59

18:45:14.926579 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087312 ecr 2726416757], length 59

18:45:14.926842 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40784: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417237 ecr 3698087312], length 123

18:45:14.926843 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40798: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417237 ecr 3698087312], length 123

18:45:14.926843 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40754: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417237 ecr 3698087312], length 123

18:45:14.926844 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40764: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417237 ecr 3698087312], length 123

18:45:14.926845 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40766: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417237 ecr 3698087312], length 123

18:45:14.926847 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40752: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417237 ecr 3698087312], length 123

18:45:14.926863 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087312 ecr 2726417237], length 0

18:45:14.926865 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087312 ecr 2726417237], length 0

18:45:14.926865 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087312 ecr 2726417237], length 0

18:45:14.926868 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087312 ecr 2726417237], length 0

18:45:14.926869 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087312 ecr 2726417237], length 0

18:45:14.926870 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087312 ecr 2726417237], length 0

18:45:14.928050 IP amd256.utah.cloudlab.us.40800 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087314 ecr 2726416758], length 59

18:45:14.928167 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40800: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417239 ecr 3698087314], length 123

18:45:14.928179 IP amd256.utah.cloudlab.us.40800 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087314 ecr 2726417239], length 0

18:45:14.931172 IP amd256.utah.cloudlab.us.40828 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087317 ecr 2726416762], length 59

18:45:14.931323 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40828: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417242 ecr 3698087317], length 123

18:45:14.931345 IP amd256.utah.cloudlab.us.40828 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087317 ecr 2726417242], length 0

18:45:14.931972 IP amd256.utah.cloudlab.us.40816 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087317 ecr 2726416763], length 59

18:45:14.931978 IP amd256.utah.cloudlab.us.40824 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087317 ecr 2726416762], length 59

18:45:14.931985 IP amd256.utah.cloudlab.us.40812 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087317 ecr 2726416762], length 59

18:45:14.932178 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40812: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417243 ecr 3698087317], length 123

18:45:14.932203 IP amd256.utah.cloudlab.us.40812 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087318 ecr 2726417243], length 0

18:45:14.932214 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40824: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417243 ecr 3698087317], length 123

18:45:14.932239 IP amd256.utah.cloudlab.us.40824 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087318 ecr 2726417243], length 0

18:45:14.932244 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40816: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417243 ecr 3698087317], length 123

18:45:14.932269 IP amd256.utah.cloudlab.us.40816 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087318 ecr 2726417243], length 0

18:45:14.932305 IP amd256.utah.cloudlab.us.40840 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087318 ecr 2726416763], length 59

18:45:14.932461 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40840: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417243 ecr 3698087318], length 123

18:45:14.932487 IP amd256.utah.cloudlab.us.40840 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087318 ecr 2726417243], length 0

18:45:14.933056 IP amd256.utah.cloudlab.us.40860 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087319 ecr 2726416764], length 59

18:45:14.933057 IP amd256.utah.cloudlab.us.40866 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087319 ecr 2726416764], length 59

18:45:14.933063 IP amd256.utah.cloudlab.us.40850 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087319 ecr 2726416764], length 59

18:45:14.933164 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40866: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417244 ecr 3698087319], length 123

18:45:14.933178 IP amd256.utah.cloudlab.us.40866 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087319 ecr 2726417244], length 0

18:45:14.933197 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40860: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417244 ecr 3698087319], length 123

18:45:14.933209 IP amd256.utah.cloudlab.us.40860 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087319 ecr 2726417244], length 0

18:45:14.933236 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40850: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417244 ecr 3698087319], length 123

18:45:14.933257 IP amd256.utah.cloudlab.us.40850 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087319 ecr 2726417244], length 0

18:45:14.936381 IP amd256.utah.cloudlab.us.40882 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087322 ecr 2726416767], length 59

18:45:14.936420 IP amd256.utah.cloudlab.us.40900 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087322 ecr 2726416767], length 59

18:45:14.936428 IP amd256.utah.cloudlab.us.40912 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087322 ecr 2726416767], length 59

18:45:14.936512 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40882: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417247 ecr 3698087322], length 123

18:45:14.936535 IP amd256.utah.cloudlab.us.40882 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087322 ecr 2726417247], length 0

18:45:14.936536 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40900: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417247 ecr 3698087322], length 123

18:45:14.936550 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40912: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417247 ecr 3698087322], length 123

18:45:14.936562 IP amd256.utah.cloudlab.us.40892 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087322 ecr 2726416768], length 59

18:45:14.936564 IP amd256.utah.cloudlab.us.40900 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087322 ecr 2726417247], length 0

18:45:14.936567 IP amd256.utah.cloudlab.us.40912 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087322 ecr 2726417247], length 0

18:45:14.936692 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40892: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417247 ecr 3698087322], length 123

18:45:14.936704 IP amd256.utah.cloudlab.us.40892 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087322 ecr 2726417247], length 0

18:45:14.937364 IP amd256.utah.cloudlab.us.40960 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087323 ecr 2726416768], length 59

18:45:14.937433 IP amd256.utah.cloudlab.us.40934 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087323 ecr 2726416768], length 59

18:45:14.937451 IP amd256.utah.cloudlab.us.40946 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087323 ecr 2726416768], length 59

18:45:14.937634 IP amd256.utah.cloudlab.us.40928 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087323 ecr 2726416768], length 59

18:45:14.937666 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40946: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417248 ecr 3698087323], length 123

18:45:14.937678 IP amd256.utah.cloudlab.us.40946 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087323 ecr 2726417248], length 0

18:45:14.937711 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40934: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417248 ecr 3698087323], length 123

18:45:14.937723 IP amd256.utah.cloudlab.us.40934 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087323 ecr 2726417248], length 0

18:45:14.937767 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40960: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417248 ecr 3698087323], length 123

18:45:14.937788 IP amd256.utah.cloudlab.us.40960 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087323 ecr 2726417248], length 0

18:45:14.937800 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40928: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417248 ecr 3698087323], length 123

18:45:14.937812 IP amd256.utah.cloudlab.us.40928 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087323 ecr 2726417248], length 0

18:45:14.940690 IP amd256.utah.cloudlab.us.40974 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087326 ecr 2726416772], length 59

18:45:14.940694 IP amd256.utah.cloudlab.us.40990 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087326 ecr 2726416773], length 59

18:45:14.940862 IP amd256.utah.cloudlab.us.40970 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087326 ecr 2726416772], length 59

18:45:14.940877 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40974: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417252 ecr 3698087326], length 123

18:45:14.940889 IP amd256.utah.cloudlab.us.40974 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087326 ecr 2726417252], length 0

18:45:14.940905 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40990: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417252 ecr 3698087326], length 123

18:45:14.940918 IP amd256.utah.cloudlab.us.40990 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087326 ecr 2726417252], length 0

18:45:14.941024 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40970: Flags [P.], seq 12055:12178, ack 5841, win 509, options [nop,nop,TS val 2726417252 ecr 3698087326], length 123

18:45:14.941049 IP amd256.utah.cloudlab.us.40970 > amd261.utah.cloudlab.us.8000: Flags [.], ack 12178, win 502, options [nop,nop,TS val 3698087326 ecr 2726417252], length 0

18:45:14.941690 IP amd256.utah.cloudlab.us.41006 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087327 ecr 2726416772], length 59

18:45:14.941815 IP amd256.utah.cloudlab.us.41020 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087327 ecr 2726416772], length 59

18:45:14.941861 IP amd256.utah.cloudlab.us.41036 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 5782:5841, ack 12055, win 502, options [nop,nop,TS val 3698087327 ecr 2726416772], length 59

